budget,movie_id,popularity,release_date,revenue,runtime,status,tagline,movie_title,vote_average,vote_count,language,full_original_name,country_short,country_name,release_date_season,oscar_year,year_of_release,award,actor_id,actor,director_id,director_name,genres,keywords,production,release_year,release_month,release_dayofweek,release_year_bins
255000000.0,57201,49.0,2013-07-03,89289910.0,149,Released,Never Take Off the Mask,The Lone Ranger,5.9,2300,en,English,US,United States of America,Summer,0,0,Non-nominee,85,Johnny Depp,1704,Gore Verbinski,"Action, Adventure, Western","texas, horse, survivor, texas ranger, partner, outlaw, escape, lawyer, train, lone ranger, comanche, the lone ranger, tonto","Walt Disney Pictures, Jerry Bruckheimer Films, Infinitum Nihil, Silver Bullet Productions (II), Blind Wink Productions, Classic Media",2013,7,2,2011-2020
66000000.0,57212,29.5,2011-12-25,177584879.0,146,Released,Separated by War. Tested by Battle. Bound by Friendship.,War Horse,7.0,1000,en,English,US,United States of America,Winter,2011,2011,Nominee,91606,Tom Hiddleston,488,Steven Spielberg,"Drama, War","world war i, horse, farm life, execution, trapped, alcoholic, cavalry, plowing, artillery","DreamWorks SKG, Amblin Entertainment, Reliance Entertainment, Kennedy/Marshall Company, The",2011,12,6,2011-2020
12000000.0,57214,49.1,2012-03-01,100000000.0,88,Released,Witness it,Project X,6.5,1600,en,English,US,United States of America,Spring,0,0,Non-nominee,225694,Oliver Cooper,1299380,Nima Nourizadeh,"Comedy, Crime","vandalism, high school, swimming pool, party, teen movie, teenager, dog, high school student, fake documentary, sex doll, lime, underwater photography, bouncy castle, flash grenade","Silver Pictures, Green Hat Films",2012,3,3,2011-2020
25000000.0,57431,19.4,2011-12-09,34942188.0,81,Released,Worst. Babysitter. Ever.,The Sitter,5.4,300,en,English,US,United States of America,Winter,0,0,Non-nominee,6807,Sam Rockwell,64141,David Gordon Green,Comedy,"babysitter, duringcreditsstinger","Twentieth Century Fox Film Corporation, Michael De Luca Productions, Rough House Pictures",2011,12,4,2011-2020
95000000.0,57800,65.2,2012-06-26,877244782.0,88,Released,"Manny, Diego, and Sid embark upon another adventure after their continent is set adrift.",Ice Age: Continental Drift,6.2,2700,en,English,US,United States of America,Summer,0,0,Non-nominee,5723,John Leguizamo,71729,Steve Martino,"Animation, Comedy, Adventure, Family","blue footed booby, prehistoric times, melting ice, badger, elephant seal, floating ice, land bridge, era, glaciale, deriva","Blue Sky Studios, Twentieth Century Fox Animation",2012,6,1,2011-2020
17000000.0,58151,18.3,2011-08-18,24922237.0,106,Released,You can't run from evil when it lives next door.,Fright Night,6.0,600,en,English,GB,United Kingdom,Summer,0,0,Non-nominee,21028,Anton Yelchin,50767,Craig Gillespie,"Horror, Comedy","sunrise, vampire, suspicion, remake, suburbia",Touchstone Pictures,2011,8,3,2011-2020
45000000.0,58233,35.7,2011-09-15,160078586.0,101,Released,One man. One mission. No chance.,Johnny English Reborn,6.0,1000,en,English,GB,United Kingdom,Fall,0,0,Non-nominee,10730,Rowan Atkinson,56710,Oliver Parker,"Crime, Adventure, Action, Comedy, Thriller","buddhist monk, cooking, prime minister, kitchen, secret agent, sequel, mind control, james bond spoof, incompetence, female boss, klutz, aftercreditsstinger, assassination attempt",Universal Pictures,2011,9,3,2011-2020
750000.0,58428,14.4,2011-12-01,78396.0,102,Released,Some guests never checked out.,The Innkeepers,5.4,200,en,English,US,United States of America,Winter,0,0,Non-nominee,60072,Sara Paxton,101542,Ti West,"Horror, Thriller","anti terror, terror, beer, supernatural, towel, inn, phone, whispering, casa encantada, mumblegore","Glass Eye Pix, Dark Sky Films",2011,12,3,2011-2020
28000000.0,58431,28.4,2016-02-04,16374328.0,108,Released,Bloody lovely.,Pride and Prejudice and Zombies,5.5,600,en,English,US,United States of America,Winter,0,0,Non-nominee,1016168,Lily James,58552,Burr Steers,"Romance, Horror, Comedy, Thriller","based on novel, dystopia, shaolin, prejudice, zombie, pride, golddigger, regency period, parson, mashup","Lionsgate, Handsomecharlie Films, Cross Creek Pictures, Darko Entertainment, Panorama Media, QC Entertainment",2016,2,3,2011-2020
0.0,58492,0.7,2011-04-22,621951.0,87,Released,"He's not selling out, he's buying in.",The Greatest Movie Ever Sold,6.4,100,en,English,US,United States of America,Spring,0,0,Non-nominee,57492,Morgan Spurlock,57492,Morgan Spurlock,"Comedy, Documentary","comedian, comedy, duringcreditsstinger",Snoot Entertainment,2011,4,4,2011-2020
125000000.0,58574,81.5,2011-11-22,334615000.0,129,Released,The game is afoot.,Sherlock Holmes: A Game of Shadows,7.0,3900,en,English,US,United States of America,Fall,0,0,Non-nominee,3223,Robert Downey Jr.,956,Guy Ritchie,"Adventure, Action, Crime, Mystery","detective inspector, steampunk, criminal mastermind","Village Roadshow Pictures, Silver Pictures, Lin Pictures, Warner Bros., Wigram Productions",2011,11,1,2011-2020
170000000.0,58595,77.2,2012-05-30,396600000.0,127,Released,The Fairytale is Over,Snow White and the Huntsman,5.8,3100,en,English,US,United States of America,Spring,0,0,Non-nominee,37917,Kristen Stewart,228134,Rupert Sanders,"Adventure, Fantasy, Drama","queen, magic, fairy tale, immortality, forest, deception, woman, eternal youth, snow white, evil queen, evil stepmother, imprisoned, sorceress","Universal Pictures, Roth Films",2012,5,2,2011-2020
13000000.0,58680,1.8,1998-05-08,8026971.0,84,Released,It's Woo's world.. we're just living in it.,Woo,5.5,0,en,English,US,United States of America,Spring,0,0,Non-nominee,9575,Jada Pinkett Smith,56714,Daisy von Scherler Mayer,"Comedy, Romance","blind date, love, manhattan, new york city, woman director","New Line Cinema, New Deal Productions, Gotham Entertainment Group",1998,5,4,1991-2000
75000000.0,59108,36.7,2011-11-02,152930623.0,104,Released,Ordinary guys. An extraordinary robbery.,Tower Heist,5.8,900,en,English,US,United States of America,Fall,0,0,Non-nominee,7399,Ben Stiller,11091,Brett Ratner,"Action, Comedy","skyscraper, thanksgiving, billionaire, parade, fbi agent, apartment, high rise, female agent, ponzi scheme, empty safe, caper comedy, planning, safecracker, recruiting, heist movie, deceit, lobby","Universal Pictures, Image Entertainment, Relativity Media, Rat Entertainment",2011,11,2,2011-2020
25000000.0,59440,51.9,2011-09-09,23057115.0,140,Released,Fight for Family,Warrior,7.7,1300,en,English,US,United States of America,Fall,0,0,Non-nominee,2524,Tom Hardy,77003,Gavin O'Connor,"Action, Drama","bank, training, beating, mixed martial arts, teacher, muscleman, combat, alcoholic, gym, exercise","Solaris Film, Lionsgate, Mimran Schur Pictures, Filmtribe",2011,9,4,2011-2020
14350531.0,59678,31.0,2011-05-12,3964682.0,88,Released,Inner City vs. Outer Space,Attack the Block,6.3,700,en,English,GB,United Kingdom,Spring,0,0,Non-nominee,11109,Nick Frost,155531,Joe Cornish,"Action, Comedy, Science Fiction","street gang, fireworks, chase, meteor, playground, arrest, cannabis, moped, car set on fire, car crash, alien, social satire, crime, race, naive children","UK Film Council, Studio Canal, Film4",2011,5,3,2011-2020
6000000.0,59728,0.2,2011-03-25,399611.0,97,Released,Rising from tragedy to triumph,The 5th Quarter,4.7,0,en,English,US,United States of America,Spring,0,0,Non-nominee,18992,Aidan Quinn,71339,Rick Bieber,Drama,"american football, loss of brother, funeral, sport, prayer, gymnasium, coach, based on true story, number in title, family relationships, auto accident","McCreary Entertainment, Angel City Pictures",2011,3,4,2011-2020
28000000.0,59859,40.3,2013-07-17,60700000.0,103,Released,You Can't Fight Your Destiny.,Kick-Ass 2,6.3,2200,en,English,US,United States of America,Summer,0,0,Non-nominee,27428,Aaron Taylor-Johnson,55075,Jeff Wadlow,"Action, Adventure, Crime","crime fighter, secret identity, marvel comic, superhero, aftercreditsstinger, teen superheroes","Universal Pictures, Marv Films",2013,7,2,2011-2020
20000000.0,59860,17.2,2011-07-01,17425000.0,109,Released,She's having the time of someone else's life.,Monte Carlo,6.0,600,en,English,HU,Hungary,Summer,0,0,Non-nominee,77948,Selena Gomez,56789,Thomas Bezucha,"Adventure, Comedy, Romance","monte carlo, mistaken identity, look-alike, young woman, texan, american abroad","Dune Entertainment, Regency Enterprises, Fox 2000 Pictures, DiNovi Pictures, Dune Entertainment III, Blossom Films",2011,7,4,2011-2020
30000000.0,59861,20.4,2011-06-30,36160375.0,98,Released,Rediscover life and love,Larry Crowne,5.7,400,en,English,US,United States of America,Summer,0,0,Non-nominee,31,Tom Hanks,31,Tom Hanks,"Comedy, Romance, Drama","classroom, college, teacher, diner, loss of job, economics, yard sale, cell phone, scooter, back to school","Universal Pictures, Playtone Productions, Vendome Pictures",2011,6,3,2011-2020
85000000.0,59961,34.8,2012-02-09,208076205.0,115,Released,No one is safe,Safe House,6.3,1300,en,English,US,United States of America,Winter,0,0,Non-nominee,5292,Denzel Washington,125738,Daniel Espinosa,"Action, Thriller","cia, violence, safe house, rogue agent, cape town south africa, soccer stadium","Universal Pictures, Dentsu, Relativity Media, Bluegrass Films",2012,2,3,2011-2020
65000000.0,59962,39.0,2012-02-14,156974557.0,103,Released,It's SPY Against SPY,This Means War,5.9,1400,en,English,US,United States of America,Winter,0,0,Non-nominee,368,Reese Witherspoon,36425,McG,"Action, Comedy, Romance","love triangle, friendship, dating, sushi bar, exploding airplane, online dating, stable, karate class, dog shelter","Dune Entertainment, Overbrook Films, Robert Simonds Productions",2012,2,1,2011-2020
35000000.0,59965,19.9,2011-09-22,82087155.0,106,Released,They stole his life. He's taking it back.,Abduction,5.6,1000,en,English,US,United States of America,Fall,0,0,Non-nominee,84214,Taylor Lautner,6482,John Singleton,"Thriller, Action, Mystery","cia, airport, hero, fight, kidnapping, time bomb, training, webcam, website, party, on the run, hospital, train, teenager","Lions Gate Films, Vertigo Entertainment, Gotham Group, Tailor Made, Mango Farms, Quick Six Entertainment",2011,9,3,2011-2020
30000000.0,59967,46.4,2012-09-26,47042000.0,118,Released,"Hunted By Your Future, Haunted By Your Past",Looper,6.6,4700,en,English,CN,China,Fall,0,0,Non-nominee,24045,Joseph Gordon-Levitt,67367,Rian Johnson,"Action, Thriller, Science Fiction","suicide, assassin, drug addiction, future, time travel, dystopia, retirement, boy, murder, organized crime, tragedy, execution, violence, criminal, drug addict, contract killer, neo-noir","Endgame Entertainment, FilmDistrict, DMG Entertainment, Ram Bergman Productions",2012,9,2,2011-2020
10000000.0,59968,15.7,2011-08-26,17273593.0,90,Released,Everybody has one,Our Idiot Brother,5.9,400,en,English,US,United States of America,Summer,0,0,Non-nominee,22226,Paul Rudd,130816,Jesse Peretz,"Comedy, Drama","brother sister relationship, sister sister relationship, family clan, idealist, duringcreditsstinger","The Weinstein Company, Likely Story, Big Beach Films, Yuk Films",2011,8,4,2011-2020
800000.0,60243,12.0,2011-03-15,0.0,123,Released,"Ugly truth, sweet lies.",A Separation,7.7,500,fa,Persian,IR,Iran,Spring,0,0,Non-nominee,240240,Leila Hatami,229931,Asghar Farhadi,Drama,"emigration, class, money, maid, divorce, iran, caregiver, alzheimer's disease, marital separation, iranian","Asghar Farhadi Productions, Dreamlab Films, MPA APSA Academy Film Fund",2011,3,1,2011-2020
50000000.0,60304,53.0,2013-01-17,224803475.0,88,Released,Classic tale. New twist.,Hansel & Gretel: Witch Hunters,5.7,3200,en,English,US,United States of America,Winter,0,0,Non-nominee,17604,Jeremy Renner,76927,Tommy Wirkola,"Fantasy, Horror, Action","witch, black magic, steampunk, good vs evil, troll, extreme violence, violence, witchcraft, evil, witch hunt, witch hunter, evil witch, duringcreditsstinger, hansel and gretel, guns, 3d","Paramount Pictures, Studio Babelsberg, MTV Films, Gary Sanchez Productions, Metro-Goldwyn-Mayer (MGM), Deutsche Filmförderfonds (DFFF)",2013,1,3,2011-2020
21000000.0,60307,14.3,2011-03-25,72417394.0,99,Released,Welcome to the next grade,Diary of a Wimpy Kid: Rodrick Rules,6.3,200,en,English,US,United States of America,Spring,0,0,Non-nominee,89819,Zachary Gordon,33183,David Bowers,"Family, Comedy","based on novel, middle school","Fox 2000 Pictures, Color Force",2011,3,4,2011-2020
50000000.0,60308,46.2,2011-09-22,110206216.0,133,Released,What are you really worth?,Moneyball,7.0,1400,en,English,US,United States of America,Fall,2011,2011,Nominee,287,Brad Pitt,5345,Bennett Miller,Drama,"underdog, based on novel, baseball, teamwork, sport, partner, meeting, oakland california, strategy, voice over, statistics","Columbia Pictures, Scott Rudin Productions",2011,9,3,2011-2020
25000000.0,60309,9.2,2010-09-10,15478800.0,122,Released,One bullet killed the President. But not one man.,The Conspirator,6.2,100,en,English,US,United States of America,Fall,0,0,Non-nominee,38940,Evan Rachel Wood,4135,Robert Redford,"Crime, Drama, History","president, history, conspiracy, lawyer, trial, boarding house, military tribunal, historical, union, private club","Wildwood Enterprises, American Film Company",2010,9,4,2011-2020
250000.0,60420,21.8,2011-10-28,3542353.0,90,Released,I Want You. I Need You. I Love You. I Miss You.,Like Crazy,6.4,400,en,English,US,United States of America,Fall,0,0,Non-nominee,21028,Anton Yelchin,132964,Drake Doremus,"Drama, Romance","chair, customs, student visa, parents, blogger","Paramount Vantage, Andrea Sperling Productions, Indian Paintbrush, Super Crispy Entertainment, Ascension Productions",2011,10,4,2011-2020
12000000.0,60599,16.4,2012-09-14,35485056.0,100,Released,Power is the best alibi.,Arbitrage,6.1,300,en,English,US,United States of America,Fall,0,0,Non-nominee,1205,Richard Gere,81856,Nicholas Jarecki,"Drama, Thriller","cover-up, hedge fund","Lionsgate, Artina Films, Lucky Monkey Pictures, Green Room Films, Treehouse Pictures, Alvernia Studios, LB Productions, Parlay Films",2012,9,4,2011-2020
20000000.0,61012,23.3,2012-10-10,52302796.0,94,Released,This Halloween prepare for a 3D ride through hell.,Silent Hill: Revelation 3D,5.0,400,en,English,FR,France,Fall,0,0,Non-nominee,205474,Adelaide Clemens,69593,Michael J. Bassett,"Thriller, Horror, Mystery","female protagonist, another dimension, based on video game, mall, occult ritual, dark carnival, occult torture, aftercreditsstinger, 3d","Davis-Films, Konami Corporation Ltd.",2012,10,2,2011-2020
12000000.0,61752,3.0,1996-03-22,4939939.0,108,Released,"A fresh, sassy and sexy comedy!",Girl 6,5.7,0,en,English,US,United States of America,Spring,0,0,Non-nominee,4604,Theresa Randle,5281,Spike Lee,Comedy,"independent film, neighbor, masturbation, phone sex, actress","Fox Searchlight Pictures, 40 Acres & A Mule Filmworks",1996,3,4,1991-2000
93000000.0,61791,138.4,2011-08-03,482860185.0,105,Released,Evolution Becomes Revolution.,Rise of the Planet of the Apes,7.0,4300,en,English,US,United States of America,Summer,0,0,Non-nominee,17051,James Franco,77357,Rupert Wyatt,"Thriller, Action, Drama, Science Fiction","intelligence, zoo, cage, dystopia, golden gate bridge, ape, monkey, medical research, alzheimer's disease","Ingenious Film Partners, Ingenious Media, Twentieth Century Fox Film Corporation, Dune Entertainment, Dune Entertainment III, Chernin Entertainment, Big Screen Productions",2011,8,2,2011-2020
30000000.0,61891,16.7,2011-10-21,15395087.0,130,Released,Was Shakespeare a Fraud?,Anonymous,6.3,300,en,English,GB,United Kingdom,Fall,0,0,Non-nominee,83356,Jamie Campbell Bower,6046,Roland Emmerich,"Drama, History, Thriller","shakespeare, anonymity, poet, play, political, duringcreditsstinger, false history","Columbia Pictures, Centropolis Entertainment",2011,10,4,2011-2020
185000000.0,62177,125.1,2012-06-21,538983207.0,93,Released,Change your fate.,Brave,6.7,4600,en,English,US,United States of America,Summer,0,0,Non-nominee,9015,Kelly Macdonald,59803,Brenda Chapman,"Animation, Adventure, Comedy, Family, Action, Fantasy","scotland, rebel, bravery, kingdom, archer, wish, bear, scot, rebellious daughter, turns into animal, archery, ruins, aftercreditsstinger, peace offering, woman director, courage, 3d","Walt Disney Pictures, Pixar Animation Studios",2012,6,3,2011-2020
28000000.0,62206,25.0,2011-08-11,40547440.0,83,Released,A lot can happen in 30 minutes.,30 Minutes or Less,5.6,500,en,English,US,United States of America,Summer,0,0,Non-nominee,44735,Jesse Eisenberg,91268,Ruben Fleischer,"Action, Adventure, Comedy","pizza delivery, adventure, pizza boy, number in title, comedy, aftercreditsstinger",Columbia Pictures,2011,8,3,2011-2020
200000000.0,62211,89.2,2013-06-20,743559607.0,104,Released,School never looked this scary.,Monsters University,7.0,3500,en,English,US,United States of America,Summer,0,0,Non-nominee,7904,Billy Crystal,225976,Dan Scanlon,"Animation, Family","monster, dormitory, games, animation, best friend, university, scary, aftercreditsstinger","Walt Disney Pictures, Pixar Animation Studios",2013,6,3,2011-2020
150000000.0,62213,50.3,2012-05-08,245527149.0,113,Released,Every Family Has Its Demons,Dark Shadows,5.7,2300,en,English,AU,Australia,Spring,0,0,Non-nominee,85,Johnny Depp,510,Tim Burton,"Comedy, Fantasy","witch, imprisonment, vampire, curse, fish out of water, chains, gothic, madness, old house, lost love, angry mob, 18th century, ghost, hidden room, old mansion","Village Roadshow Pictures, Infinitum Nihil, GK Films, Warner Bros., Tim Burton Productions, Dan Curtis Productions, Zanuck Company, The",2012,5,1,2011-2020
39000000.0,62214,27.9,2012-10-04,35287788.0,87,Released,The electrifying dog is back from beyond the grave,Frankenweenie,6.6,900,en,English,US,United States of America,Fall,0,0,Non-nominee,49918,Charlie Tahan,510,Tim Burton,"Animation, Comedy, Family","shyness, stop motion, black and white, retro, dog, animal death, animal lover",Tim Burton Productions,2012,10,3,2011-2020
7400000.0,62215,36.2,2011-05-26,21817298.0,136,Released,Enjoy it while it lasts,Melancholia,7.0,900,da,Danish,DK,Denmark,Spring,0,0,Non-nominee,205,Kirsten Dunst,42,Lars von Trier,"Drama, Science Fiction","wedding reception, power outage, destruction of planet, wedding toast","Zentropa Entertainments, Det Danske Filminstitut, Danmarks Radio (DR), Memfis Film, Eurimages, Sveriges Television (SVT), Canal+, CinéCinéma, Slot Machine, Zentropa International Sweden, Zentropa International Köln, Liberator Productions, Swedish Film Institute, Centre National du Cinéma et de L'image Animée (CNC), Film i Väst, Filmstiftung Nordrhein-Westfalen, Legion Entertainment, Edition Video, Nordisk Film Distribution",2011,5,3,2011-2020
19100000.0,62630,10.6,2011-02-11,5728213.0,109,Released,"The 80's were brilliant, if you were in charge.",The Devil's Double,6.5,200,en,English,NL,Netherlands,Winter,0,0,Non-nominee,55470,Dominic Cooper,7256,Lee Tamahori,"Drama, Action, Thriller, Crime, War","palace, impostor, pervertion","Corrino Media Corporation, Corsan, Staccato Films",2011,2,4,2011-2020
0.0,62677,3.4,2001-03-01,0.0,109,Released,Fall under its spell..,Songcatcher,5.6,0,en,English,US,United States of America,Spring,0,0,Non-nominee,47627,Janet McTeer,94831,Maggie Greenwald,"Drama, Music","musical, independent film, woman director","Rigas Entertainment, ErgoArts",2001,3,3,2001-2010
0.0,62728,3.1,2010-09-13,0.0,111,Released,Love. Murder. Revenge.,Brighton Rock,5.6,0,en,English,GB,United Kingdom,Fall,0,0,Non-nominee,1333,Andy Serkis,17608,Rowan Joffe,"Drama, Thriller, Crime","waitress, riot, gang war, nightmare, prayer, revenge, gang, brighton, violence, record","BBC Films, StudioCanal, UK Film Council",2010,9,0,2011-2020
85000000.0,62764,48.1,2012-03-15,183018522.0,106,Released,The Snow White legend comes alive.,Mirror Mirror,5.5,1100,en,English,US,United States of America,Spring,0,0,Non-nominee,1204,Julia Roberts,56512,Tarsem Singh,"Adventure, Fantasy, Drama, Comedy, Science Fiction, Family","attempted murder, fairy tale, black magic, cockroach, villainess, good vs evil, woman fights man, insecurity, mirror, snow kingdom, snow white, evil queen, enchantress, gala, financial problem, pendant, half naked man, returning money, evil plot, duringcreditsstinger","Relativity Media, Misher Films, Yucaipa Films, Goldmann Pictures, Rat Entertainment, Misha Films",2012,3,3,2011-2020
40000000.0,62835,33.8,2011-07-27,60965854.0,108,Released,Revenge is beautiful.,Colombiana,6.5,800,en,English,FR,France,Summer,0,0,Non-nominee,8691,Zoe Saldana,75035,Olivier Megaton,"Action, Thriller, Crime, Drama","street gang, uncle, female assassin, witness to murder","TF1 Films Production, Canal+, CinéCinéma, Grive Productions, EuropaCorp, A.J.O.Z. Films",2011,7,2,2011-2020
37000000.0,62837,6.6,2011-09-23,95404397.0,113,Released,Inspired by the amazing true story of Winter.,Dolphin Tale,6.7,200,en,English,US,United States of America,Fall,0,0,Non-nominee,192,Morgan Freeman,1270,Charles Martin Smith,"Drama, Family","dolphin, boy, trap, summer, tail","Alcon Entertainment, Arc Productions",2011,9,4,2011-2020
56000000.0,62838,21.2,2011-12-08,142044638.0,118,Released,The one night anything is possible.,New Year's Eve,5.7,700,en,English,US,United States of America,Winter,0,0,Non-nominee,380,Robert De Niro,1201,Garry Marshall,"Comedy, Romance","new year's eve, illustrator, caterer, pedicab, ticket, videoconferencing, multiple storylines, duringcreditsstinger",New Line Cinema,2011,12,3,2011-2020
11000000.0,63020,1.2,1995-05-12,2832826.0,113,Released,"On the way to finding a family, she found love.",The Perez Family,6.6,0,en,English,US,United States of America,Spring,0,0,Non-nominee,3141,Marisa Tomei,6495,Mira Nair,"Comedy, Drama, Romance","immigration, independent film, woman director, political prisoner, cuban refugees","Samuel Goldwyn Company, The",1995,5,4,1991-2000
0.0,63287,2.9,2008-06-20,0.0,93,Released,"Lust, drugs and violence... no place for a kid.",The Poker House,6.1,0,en,English,US,United States of America,Summer,0,0,Non-nominee,72129,Jennifer Lawrence,15309,Lori Petty,Drama,"rape, drug abuse, independent film",The Poker House,2008,6,4,2001-2010
20000000.0,63492,19.2,2011-09-30,30426096.0,106,Released,Ally's looking for the best ex of her life.,What's Your Number?,6.2,700,en,English,US,United States of America,Fall,0,0,Non-nominee,16828,Chris Evans,57199,Mark Mylod,"Comedy, Romance","based on novel, loser, magazine, womanizer, mission, search, boyfriend, husband, fired, past relationship","Regency Enterprises, Contrafilm, New Regency Pictures",2011,9,4,2011-2020
45000000.0,64328,17.0,2011-11-22,165184237.0,103,Released,They're closer than you think.,The Muppets,6.5,500,en,English,US,United States of America,Fall,0,0,Non-nominee,9273,Amy Adams,26205,James Bobin,"Comedy, Family, Music","musical, the muppets, robot, oil tycoon, studio tour, duringcreditsstinger",Walt Disney Pictures,2011,11,1,2011-2020
25000000.0,64639,7.5,2011-09-16,10324441.0,110,Released,Everyone Has A Breaking Point,Straw Dogs,5.5,100,en,English,US,United States of America,Fall,0,0,Non-nominee,11006,James Marsden,21526,Rod Lurie,"Drama, Thriller","southern usa, rape, bar, wife husband relationship, barn, machismo, rifle, home invasion",Battleplan Productions,2011,9,4,2011-2020
0.0,64678,12.7,2011-06-17,1406224.0,83,Released,The toughest lesson is love.,The Art of Getting By,6.5,400,en,English,US,United States of America,Summer,0,0,Non-nominee,1281,Freddie Highmore,119417,Gavin Wiesen,"Drama, Romance","philosophy, mentor, artist, painting, friendship, teen movie, teenager, sketching, rebellious youth","Goldcrest Films International, Atlantic Pictures, Gigi Productions",2011,6,4,2011-2020
105000000.0,64682,61.2,2013-05-10,351040419.0,143,Released,Reserving judgments is a matter of infinite hope... I come to the admission that it has a limit.,The Great Gatsby,7.3,3800,en,English,US,United States of America,Spring,0,0,Non-nominee,6193,Leonardo DiCaprio,6201,Baz Luhrmann,"Drama, Romance","based on novel, infidelity, obsession, hope, 3d","Village Roadshow Pictures, Bazmark Films, Warner Bros., A&E Television Networks, Red Wagon Entertainment, Spectrum Films",2013,5,4,2011-2020
40000000.0,64685,31.1,2011-12-24,55247881.0,129,Released,"This is not a story about September 11th, it's a story about every day after.",Extremely Loud & Incredibly Close,6.9,700,en,English,US,United States of America,Winter,2011,2011,Nominee,929136,Thomas Horn,468,Stephen Daldry,Drama,"based on novel, autism, key, scavenger hunt, death of father, young boy, new york city, tambourine, lock, grieving, post 9/11","Paramount Pictures, Scott Rudin Productions, Warner Bros.",2011,12,5,2011-2020
175000000.0,64686,41.8,2013-12-06,150962475.0,119,Released,For courage. For loyalty. For honor.,47 Ronin,5.9,1300,en,English,US,United States of America,Winter,0,0,Non-nominee,6384,Keanu Reeves,239571,Carl Rinsch,"Drama, Action, Adventure, Fantasy","japan, suicide, samurai, based on true story, samurai sword, ronin, shogun, half breed, 3d","Mid Atlantic Films, Stuber Productions, Universal, Moving Picture Company (MPC), H2F Entertainment",2013,12,4,2011-2020
42000000.0,64688,62.7,2012-03-12,201585328.0,109,Released,They thought the streets were mean. Then they went back to high school.,21 Jump Street,6.7,4100,en,English,US,United States of America,Spring,0,0,Non-nominee,38673,Channing Tatum,107446,Phil Lord,"Action, Comedy, Crime","male friendship, high school, parody, crude humor, based on tv series, undercover cop, buddy cop, buddy comedy, duringcreditsstinger","Columbia Pictures, Original Film, Stephen J. Cannell Productions, Relativity Media, Metro-Goldwyn-Mayer (MGM)",2012,3,0,2011-2020
15000000.0,64689,24.6,2012-09-20,37930465.0,97,Released,In America you're on your own.,Killing Them Softly,5.8,700,en,English,US,United States of America,Fall,0,0,Non-nominee,287,Brad Pitt,37618,Andrew Dominik,"Crime, Thriller","poker, gambling, robbery, based on novel, hitman, economy, murder, blood, hit, mobster, gangster, criminal","Plan B Entertainment, 1984 Private Defense Contractors, Annapurna Pictures, Inferno Entertainment, Chockstone Pictures",2012,9,3,2011-2020
15000000.0,64690,49.3,2011-08-06,78054825.0,100,Released,There are no clean getaways.,Drive,7.4,3700,en,English,US,United States of America,Summer,0,0,Non-nominee,30614,Ryan Gosling,21183,Nicolas Winding Refn,"Drama, Action, Thriller, Crime","stuntman, blood splatter, independent film, police chase, extreme violence, violence, car chase, bullet, head stomp, getaway, crime lord, existentialism, silent protagonist, great soundtrack","Bold Films, Marc Platt Productions, Odd Lot Entertainment, FilmDistrict, Motel Movies, Newbridge Film Capital",2011,8,5,2011-2020
40000000.0,64807,21.4,2013-12-25,44907260.0,113,Released,DeNiro vs Stallone,Grudge Match,6.0,400,en,English,US,United States of America,Winter,0,0,Non-nominee,380,Robert De Niro,13426,Peter Segal,Comedy,"father son relationship, sport, rivalry, elderly, elderly man","Gerber Pictures, Warner Bros.",2013,12,2,2011-2020
28000000.0,65055,8.4,2011-09-02,10126458.0,91,Released,Terror runs deep.,Shark Night,4.9,100,en,English,US,United States of America,Fall,0,0,Non-nominee,60072,Sara Paxton,4755,David R. Ellis,"Horror, Thriller","shark attack, louisiana, dirty cop, shark, aftercreditsstinger",Incentive Filmed Entertainment,2011,9,4,2011-2020
20000000.0,65057,40.9,2011-09-09,177243185.0,115,Released,The South Pacific ain't that terrific.,The Descendants,6.7,900,en,English,US,United States of America,Fall,2011,2011,Nominee,1461,George Clooney,13235,Alexander Payne,"Comedy, Drama","hawaii, father-in-law, daughter, cheating wife, beach house, boating accident, estate, dying mother, beautiful girl, teenage daughter, trustee, trust fund, wild girl, wild child, realtor","Fox Searchlight Pictures, Dune Entertainment, Ad Hominem Enterprises",2011,9,4,2011-2020
17000000.0,65086,43.7,2012-02-01,127730736.0,95,Released,What did they see?,The Woman in Black,6.1,1200,en,English,CA,Canada,Winter,0,0,Non-nominee,10980,Daniel Radcliffe,63306,James Watkins,"Drama, Horror, Thriller","london england, secret, remake, revenge, lawyer, photograph, gothic horror, hammer horror, estate, ghost, supernatural power","Hammer Film Productions, UK Film Council, Alliance Films, Film i Väst, Talisman Productions, Cross Creek Pictures, Exclusive Media Group, Filmgate Films",2012,2,2,2011-2020
379000.0,65203,1.0,1929-02-08,4358000.0,100,Released,The pulsating drama of Broadway's bared heart speaks and sings with a voice to stir your soul!,The Broadway Melody,5.0,0,en,English,US,United States of America,Winter,0,1929,Winner,1516030,Charles King,145605,Harry Beaumont,"Drama, Music, Romance","musical, singer, pre-code, wisecrack humor, early sound film, partially lost film",Metro-Goldwyn-Mayer (MGM),1929,2,4,1900-1950
0.0,65749,0.4,1998-02-12,0.0,115,Released,Tango: do not ever leave me,Tango,6.8,0,es,Spanish,AR,Argentina,Winter,0,0,Non-nominee,230213,Miguel Ángel Solá,96369,Carlos Saura,"Drama, Foreign, Romance","dancer, tango, musical, love",Adela Pictures,1998,2,3,1991-2000
